X1	X2	cLine_ID	Aliases	RRID.CVCLE	MSI	Tissue	Subtissue	Histology	Subhistology	Gender	Age	Ethnicity	Grade_Stage	Source	COSMIC_ID	COSMIC_membership	ArrayID_CCLE	CCLE_membership	NCI60_membership	X	X.1	X.2	X.3	X.4	X.5	X.6	FID	sp	p	gender	id	cluster.infomap	cluster.walktrap	Q1	Q2	Q3	Q4	Q5	Q6	Q7
471	-20.8160578588265	-0.198389380343231	IA-LM	IALM	_1302	MSI-S	Lung	NA	Carcinoma	Large cell carcinoma	Male	68	Japanese	NA	Metastasis	910779	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A01_437562	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IA-LM	2	12	0.016829	0.002909	0.139867	0.824036	0.014793	1e-05	0.001556
472	6.84026124744743	4.80387198870522	IGR-1	IGR1	_1303	MSI-S	Skin	NA	Malignant melanoma	NA	Male	42	Caucasian	NA	Metastasis	907169	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IGR-1	1	9	0.354915	1e-05	1e-05	0.025251	0.005799	0.608733	0.005282
970	11.1558990912999	9.87330253134964	IGR-37	IGR37	_2075	MSI-S	Skin	NA	Malignant melanoma	NA	Male	26	NA	NA	NA	1240153	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E07_256110	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IGR-37	1	9	0.347684	0.002931	1e-05	0.017874	1e-05	0.618709	0.012782
971	11.1554873089879	9.87230910658133	IGR-39	IGR39	_2076	NA	Skin	NA	Malignant melanoma	NA	Male	26	NA	NA	NA	NA	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A07_437336	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IGR-39	1	9	0.352822	0.011761	1e-05	0.027571	1e-05	0.589861	0.017965
473	13.5330534975982	-9.05397885735747	IGROV-1	IGROV1	_1304	MSI-H	Ovary	NA	Carcinoma	Adenocarcinoma	Female	47	NA	NA	Primary	905968	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C05_256058	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IGROV-1	5	2	0.472907	1e-05	0.014285	1e-05	0.045498	0.460396	0.006895
1103	-30.2732812339444	-0.891842916578508	IHH-4		_2960	MSI-S	Thyroid	NA	Carcinoma	NA	Male	75	Japanese	NA	NA	1240154	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IHH-4	2	12	0.028831	1e-05	0.214426	0.730773	1e-05	0.008875	0.017075
474	-0.222754520919994	7.59991458658602	IM-9		_1305	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B-lymphoblastoid	Female	NA	Caucasian	NA	Primary	753563	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IM-9	1	9	0.314302	0.004072	1e-05	1e-05	1e-05	0.681586	1e-05
1104	-21.9536307887645	-2.67720493540876	IM95	IM-95	_2961	MSI-L	Stomach	NA	Carcinoma	Adenocarcinoma	Male	63	Japanese	NA	NA	1240155	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E10_256116	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IM95	2	12	1e-05	1e-05	0.283564	0.714534	0.001861	1e-05	1e-05
475	-5.04403347169208	12.4839250859761	IMR-5		_1306	MSI-S	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1.1	Caucasian	NA	Primary	907170	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IMR-5	1	9	0.192363	0.00863	0.000615	1e-05	0.044626	0.753746	1e-05
112	-5.04476451439479	12.4837536436904	IMR-32	IMR32	_0346	NA	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1.1	Caucasian	NA	NA	NA	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C01_437320	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IMR-32	1	9	0.207212	0.005649	1e-05	0.010133	0.039947	0.73704	1e-05
1275	5.35201874778723	9.49095878291013	INA-6	INA6	_5209	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	Male	80	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_E04_1217560	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	INA-6	1	9	0.338181	0.001457	1e-05	0.021989	1e-05	0.633804	0.00455
476	9.41454714803555	1.4006882434676	IPC-298	IPC298	_1307	MSI-S	Skin	NA	Malignant melanoma	NA	Female	64	NA	NA	Primary	907171	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B06_246644	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IPC-298	25	9	0.449032	0.001952	1e-05	0.018386	0.008361	0.520539	0.00172
1297	-22.3754482839709	2.84342386167159	Ishikawa (Heraklio) 02 ER-	ISHIKAWAHERAKLIO02ER	_6543	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	39	NA	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A01_293280	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Ishikawa(Heraklio)02ER-	2	12	1e-05	1e-05	0.193335	0.806615	1e-05	1e-05	1e-05
477	14.3837162725325	-10.4791182909852	IST-MEL1		_1308	MSI-S	Skin	NA	Malignant melanoma	NA	Male	NA	Caucasian	NA	Primary	907172	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IST-MEL1	5	2	0.595621	0.018793	0.016492	1e-05	0.059598	0.294539	0.014946
478	12.6857161524181	-2.50882594420124	IST-Mes1	IST-MES1; ISTMES1	_1311	MSI-S	Pleura	NA	Mesothelioma	NA	Female	70	Caucasian	NA	Primary	907173	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G11_464660	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IST-Mes1	5	2	0.536221	1e-05	1e-05	0.041239	0.01027	0.384467	0.027783
479	14.2182985635375	-9.40215355958384	IST-Mes2	ISTMES2	_1312	NA	Pleura	NA	Mesothelioma	NA	Male	71	Caucasian	NA	NA	NA	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E09_437398	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IST-Mes2	5	2	0.515373	0.000976	1e-05	0.020103	0.028716	0.434811	1e-05
480	12.5474220919707	-8.18328089137503	IST-SL1		_1313	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	60	NA	NA	Metastasis	753564	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IST-SL1	5	2	0.630797	1e-05	0.016925	0.001571	1e-05	0.348253	0.002434
481	11.3691879843119	-13.1020697738708	IST-SL2		_1314	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	NA	NA	NA	Metastasis	753565	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	IST-SL2	5	2	0.473521	0.007181	0.009288	1e-05	0.045005	0.462029	0.002965
113	4.72805136720249	8.12290714786691	J82		_0359	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Male	58	Caucasian	NA	NA	753566	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G06_256156	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	J82	1	9	0.262104	1e-05	1e-05	0.026183	0.004227	0.706127	0.001339
114	-4.06388458892814	-18.4046522935143	JAR		_0360	MSI-S	Placenta	NA	Choriocarcinoma	NA	Female	24	Caucasian	NA	Primary	907175	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JAR	12	10	0.231407	0.006646	1e-05	0.023951	0.014048	0.42281	0.301129
115	-3.71961069953672	1.4726533262606	JEG-3		_0363	MSI-S	Placenta	NA	Choriocarcinoma	NA	Female	NA	NA	NA	Primary	907176	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JEG-3	1	9	0.261599	0.000861	1e-05	0.009659	0.008997	0.718814	6e-05
914	-17.5967342685968	14.2015961646005	JeKo-1	JEKO-1; JEKO1	_1865	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Mantle cell lymphoma	Female	78	NA	NA	NA	1327765	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G02_542842	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JeKo-1	23	1	0.02269	1e-05	0.316712	0.636475	1e-05	1e-05	0.024093
1310	6.18064168787033	3.70983866960591	JH-EsoAd1	JHESOAD1	_8098	NA	Oesophagus	NA	Carcinoma	Barrett adenocarcinama	Male	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_C12_1217548	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JH-EsoAd1	1	9	0.389949	1e-05	1e-05	0.019398	1e-05	0.58419	0.006433
1073	-19.4565628130036	1.88034407186125	JHH-1	JHH1	_2785	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	50	Japanese	NA	NA	1298151	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E01_256098	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH-1	2	12	1e-05	1e-05	0.180646	0.819304	1e-05	1e-05	1e-05
1074	-19.8313674134811	1.85311838141492	JHH-2	JHH2	_2786	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	56	Japanese	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F03_256126	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH-2	2	12	0.006977	0.002384	0.16412	0.825033	1e-05	1e-05	0.001467
1075	-22.649314313331	3.26445575746229	JHH-4	JHH4	_2787	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	51	Japanese	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E02_256100	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH-4	2	12	0.025374	1e-05	0.162492	0.810912	1e-05	1e-05	0.001192
1076	-20.0843011257332	4.15797902016575	JHH-6	JHH6	_2788	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Female	57	Japanese	NA	NA	1240159	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G05_698646	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH-6	2	12	0.004318	0.002862	0.151615	0.841175	1e-05	1e-05	1e-05
1081	-24.0794265584134	3.46758791710149	JHH-7	JHH7	_2805	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	53	Japanese	NA	NA	1240160	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A12_437572	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH-7	2	12	1e-05	1e-05	0.12593	0.860438	0.013592	1e-05	1e-05
116	-19.8557553759272	1.51548850943834	JHH5		_0364	NA	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	50	NA	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F05_256130	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHH5	2	12	1e-05	0.000354	0.177203	0.818362	1e-05	1e-05	0.004051
1202	-20.2859511517655	3.24484050413958	JHOC-5	JHOC5	_4640	NA	Ovary	NA	Carcinoma	Clear cell carcinoma	Female	47	Japanese	NA	NA	NA	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B04_592688	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOC-5	2	12	1e-05	1e-05	0.144336	0.851806	1e-05	1e-05	0.003818
1203	-22.2342520084394	4.96766240995018	JHOM-1	JHOM1	_4644	NA	Ovary	NA	Carcinoma	Adenocarcinoma	Female	88	Japanese	NA	NA	NA	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D05_592802	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOM-1	2	12	1e-05	1e-05	0.166735	0.822896	1e-05	1e-05	0.010329
1204	-22.1439291765437	2.60156051916945	JHOM-2B	JHOM2B	_4645	NA	Ovary	NA	Carcinoma	Adenocarcinoma	Female	56	Japanese	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C06_698576	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOM-2B	2	12	0.000422	0.006995	0.181647	0.794998	0.007362	1e-05	0.008566
1205	-25.5643098042281	4.00419900298864	JHOS-2	JHOS2	_4647	MSI-S	Ovary	NA	Carcinoma	Serous adenocarcinoma	Female	45	Japanese	NA	NA	1479995	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F04_410974	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOS-2	2	12	0.006821	0.001755	0.149417	0.835073	0.006914	1e-05	1e-05
1206	-26.4295455867999	-1.21045363743648	JHOS-3		_4648	MSI-S	Ovary	NA	Carcinoma	Serous adenocarcinoma	Female	48	Japanese	NA	NA	1480358	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOS-3	2	12	1e-05	1e-05	0.162036	0.83552	0.002404	1e-05	1e-05
1207	-20.1025855400127	5.02043086058125	JHOS-4	JHOS4	_4649	MSI-S	Ovary	NA	Carcinoma	Serous adenocarcinoma	Female	44	Japanese	NA	NA	1480359	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D10_411016	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHOS-4	2	12	0.025358	1e-05	0.132765	0.82163	0.013141	1e-05	0.007086
1289	2.644782671331	14.6625070707977	JHU-011		_5986	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Male	NA	NA	NA	NA	1240161	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHU-011	1	9	0.295896	1e-05	1e-05	0.02055	0.002909	0.660313	0.020312
1290	-0.689794981125031	8.59842246196063	JHU-022		_5991	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Male	NA	NA	NA	NA	1240162	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHU-022	1	9	0.341368	0.001195	1e-05	0.018108	1e-05	0.63123	0.008078
1291	16.8257505380172	-28.5269933793062	JHU-029		_5993	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Male	NA	NA	NA	NA	1298156	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHU-029	18	4	0.044506	1e-05	1e-05	0.029638	1e-05	1e-05	0.925815
1208	-24.4576033961342	0.239724706740134	JHUEM-1	JHUEM1	_4655	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	56	Japanese	NA	NA	NA	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C09_411044	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHUEM-1	2	12	1e-05	1e-05	0.230355	0.769595	1e-05	1e-05	1e-05
1209	-21.9395246294949	1.48690853063997	JHUEM-2	JHUEM2	_4656	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	62	Japanese	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G04_293430	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHUEM-2	2	12	1e-05	1.9e-05	0.176718	0.814301	0.008931	1e-05	1e-05
1210	-19.6781663427392	3.87091057506584	JHUEM-3	JHUEM3	_4657	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	60	Japanese	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B08_698712	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHUEM-3	2	12	0.022462	1e-05	0.129905	0.845294	1e-05	1e-05	0.002309
1211	-23.8583664906474	1.77086091127825	JHUEM-7	JHUEM7	_4658	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	58	Japanese	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B10_293322	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JHUEM-7	2	12	1e-05	1e-05	0.226707	0.771037	0.002216	1e-05	1e-05
972	-9.20287737723557	-37.783946384747	JIMT-1	JIMT1	_2077	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	62	NA	NA	NA	1298157	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B07_490458	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JIMT-1	15	14	0.165904	0.007891	1e-05	0.077481	1e-05	0.712694	0.036011
482	13.9850916076234	-31.4315878750651	Jiyoye	JiyoyeP-2003	_1317	MSI-L	Haematopoietic and lymphoid	Liver	Lymphoid neoplasm	Burkitt lymphoma	Male	7	Black, African	NA	Metastasis	907268	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Jiyoye	4	13	0.05157	1e-05	1e-05	0.021472	1e-05	1e-05	0.926918
973	7.01858576248171	9.93675038221597	JJN-3	JJN3	_2078	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	Female	57	NA	NA	NA	1327766	Y	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_F04_1217654	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JJN-3	1	9	0.325276	1e-05	1e-05	0.025263	1e-05	0.641439	0.007992
974	-26.5082452671466	1.31719036371938	JK-1	JK1	_2079	NA	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Blast phase chronic myeloid leukaemia	Male	58	NA	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H06_578324	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JK-1	2	12	1e-05	1e-05	0.252793	0.747157	1e-05	1e-05	1e-05
975	4.51756168670309	8.83022066843859	JL-1	JL1	_2080	NA	Pleura	NA	Mesothelioma	NA	Male	54	NA	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H01_698554	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JL-1	1	9	0.374218	1e-05	1e-05	0.030537	0.027447	0.567429	0.000349
1173	2.33024495706568	9.05442996482692	JM-1	JM1	_3532	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	NA	NA	NA	NA	1327768	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G06_410956	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JM-1	1	9	0.31712	1e-05	1e-05	0.016809	1e-05	0.66603	1e-05
976	-19.2228225246642	4.74030613518084	JMSU-1	JMSU1	_2081	NA	Urinary tract	NA	Carcinoma	NA	Male	75	Japanese	NA	NA	NA	NA	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H11_490344	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JMSU-1	2	12	0.017463	0.002972	0.162631	0.80576	1e-05	1e-05	0.011155
1182	1.78764408045006	13.5373464578801	JSC-1		_3728	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	52	NA	NA	NA	1327769	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JSC-1	1	9	0.31236	0.000882	1e-05	0.009358	0.018975	0.65052	0.007897
39	4.73612394592427	4.19316877008232	Jurkat	JURKAT	_0065	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic T cell leukaemia	Male	14	NA	NA	NA	998184	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A07_490460	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Jurkat	1	9	0.264524	1e-05	0.01206	0.001312	0.01078	0.707309	0.004005
977	14.9861953408156	-8.61758286184776	JURL-MK1	JURLMK1	_2086	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Chronic myeloid leukaemia	Male	73	NA	NA	NA	1327771	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H10_542870	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JURL-MK1	5	2	0.572181	1e-05	1e-05	0.016162	0.085926	0.291752	0.033959
483	6.3736147191871	10.0179607762181	JVM-2	JVM2	_1319	MSI-S	Haematopoietic and lymphoid	Lymph node	Lymphoid neoplasm	Chronic lymphocytic leukaemia-small lymphocytic lymphoma	Female	63	NA	NA	Primary	907269	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G09_578344	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JVM-2	1	9	0.305914	0.005123	1e-05	0.002458	0.00427	0.678931	0.003293
484	1.69750098090148	7.01720547726312	JVM-3	JVM3	_1320	MSI-S	Haematopoietic and lymphoid	Lymph node	Lymphoid neoplasm	Chronic lymphocytic leukaemia-small lymphocytic lymphoma	Male	73	NA	NA	Primary	907270	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D08_490438	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	JVM-3	1	9	0.279383	0.002245	1e-05	0.015411	1e-05	0.700157	0.002784
3	12.8384907203231	4.68574839151386	K-562	K562	_0004	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Chronic myeloid leukaemia	Female	53	NA	NA	Primary	905940	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C01_246658	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	K-562	25	9	0.429732	1e-05	1e-05	0.083975	1e-05	0.434372	0.051891
1313	2.88666741716783	4.92020268994822	K029AX		_8784	NA	Skin	NA	Malignant melanoma	NA	NA	NA	NA	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B10_256044	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	K029AX	1	9	0.308564	1e-05	1e-05	0.014867	1e-05	0.673342	0.003198
1342	2.38295177977565	13.6441184480139	K2		_AT85	MSI-S	Skin	NA	Malignant melanoma	NA	NA	NA	NA	NA	NA	1298160	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	K2	1	9	0.301142	1e-05	0.013387	1e-05	0.008671	0.676179	0.000601
486	14.4315803256447	-11.2640653516377	K5		_1322	MSI-S	Thyroid	NA	Carcinoma	Follicular carcinoma	Male	NA	NA	NA	Primary	924238	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	K5	5	2	0.541743	1e-05	0.013683	1e-05	0.072534	0.354518	0.017503
487	-22.6408739658898	5.925969514086	KALS-1	KALS1	_1323	MSI-S	CNS	Brain	Glioma	NA	Female	NA	NA	NA	Primary	907271	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C02_437550	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	KALS-1	2	12	0.016797	1e-05	0.16704	0.789285	0.010105	1e-05	0.016753
490	1.01441695687559	3.96087381221094	Karpas-45	KARPAS-45	_1326	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic leukaemia	Male	2	NA	NA	Primary	907272	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-45	1	9	0.281595	0.004654	1e-05	0.000267	0.027498	0.685368	0.000609
902	1.40905323903027	9.87354825724842	Karpas-231	KARPAS-231	_1822	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Female	71	NA	NA	NA	1327774	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-231	1	9	0.303347	1e-05	1e-05	0.01085	0.005085	0.680688	1e-05
488	1.55404943630421	6.45390879368294	Karpas-299	KARPAS-299; KARPAS299	_1324	MSI-S	Haematopoietic and lymphoid	Skin	Lymphoid neoplasm	Anaplastic large cell lymphoma	Male	25	NA	NA	Primary	907273	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E06_246716	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-299	1	9	0.313639	0.001818	1e-05	1e-05	0.011659	0.670621	0.002242
489	-6.55826511822434	8.6892345504125	Karpas-422	KARPAS-422; KARPAS422	_1325	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Female	73	NA	NA	Metastasis	907274	Y	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F04_780212	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-422	1	9	0.276376	0.004867	1e-05	1e-05	0.003442	0.715285	1e-05
903	5.04550891753458	2.63316770186617	Karpas-620	KARPAS-620; KARPAS620	_1823	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	Female	77	NA	NA	NA	1327775	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E12_578358	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-620	1	9	0.319639	1e-05	1e-05	0.026668	1e-05	0.637659	0.016004
901	15.3565690092805	-6.85289137618713	Karpas-1106P	KARPAS-1106P	_1821	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Female	23	NA	NA	NA	1327773	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Karpas-1106P	5	2	0.651228	0.004801	0.011812	0.002491	0.11863	0.194259	0.016778
182	-22.3818658417809	2.55252843085241	Kasumi-1	KASUMI-1; KASUMI1	_0589	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia; M2	Male	7	Japanese	NA	Primary	907275	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D04_293358	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Kasumi-1	2	12	0.016731	1e-05	0.222922	0.748445	1e-05	1e-05	0.011871
183	-22.2541407717298	1.69996443417265	Kasumi-2	KASUMI2	_0590	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Male	15	NA	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B09_698714	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Kasumi-2	2	12	0.007769	0.003525	0.176442	0.802185	1e-05	0.010058	1e-05
